er	4617014
en	3874894
de	3711428
et	2976865
eg	2323384
je	1969921
re	1945141
te	1941540
an	1697796
ke	1690729
or	1578723
ne	1574220
me	1553189
ar	1501610
ha	1318719
kk	1292547
le	1261351
in	1228433
vi	1168800
ik	1154808
il	1114066
du	1109658
el	1041045
st	1028106
ve	1018316
tt	1007400
se	960914
sk	948369
om	945064
li	923276
nn	911282
ti	897585
ge	865582
fo	833531
al	807465
ng	804575
ka	764600
ll	753822
hv	752287
va	751685
he	687617
ed	684833
at	624325
ra	600397
ig	594903
es	590636
og	589076
is	540407
rt	521036
ta	513086
ør	506804
la	504959
ri	479924
nt	474986
nd	468218
ei	461895
it	455171
på	445242
un	439503
si	435247
ns	431764
ko	424834
ak	423901
be	423626
so	417248
tr	415205
am	398043
di	394592
gj	394367
pe	385799
da	384737
mi	384403
em	380880
år	378844
så	372925
mm	368841
ro	366448
ma	366049
dr	365480
av	360671
ba	360264
ut	352714
ss	351760
sa	351318
no	350886
rd	340492
on	325303
ol	313010
ld	312033
to	299016
kj	296506
bl	292170
ær	288157
vo	287422
pp	282554
lt	280630
jo	272568
rs	272353
oe	268648
id	264325
jø	264042
na	263862
kt	257788
ie	253966
as	252304
ja	251143
ag	247998
ek	247267
hu	236376
fr	232951
fa	223544
op	219385
ir	217600
nå	217516
br	217407
må	208295
ok	205732
ga	202104
ni	200200
ul	199163
dd	198272
os	197446
fi	194391
ku	194213
sp	190779
mo	190772
sl	185002
væ	182339
lo	180272
fe	178397
od	177177
ad	175857
pa	174822
us	174729
pr	174053
ls	172416
ho	169383
gå	166125
kl	165668
fø	159945
gr	159145
ov	158600
ur	156194
gi	153516
rk	152561
ru	150598
få	150120
sj	145126
nk	144602
rn	135608
ev	135388
ot	134628
rr	134495
ap	133910
kr	132219
sn	129337
rf	127557
bo	122234
iv	119382
dt	116456
lu	115984
rø	115743
pi	112945
lv	111463
ts	110497
ly	110041
gs	109923
hj	109346
rl	109190
ks	109168
ye	108104
ky	107949
gg	107113
go	106795
hø	105245
bi	102227
yn	102200
ry	100675
fl	99469
ob	99364
uk	95818
po	95370
gu	92172
ød	91782
ep	91405
yt	91029
yr	89226
tu	87519
ki	86994
lk	86216
sv	85535
åt	83545
øy	82398
sy	82218
yk	82170
dø	82147
rg	80920
hi	80109
pl	79805
ty	78759
gl	78741
ef	78538
im	77656
do	77121
yl	76962
ud	76099
gt	75502
ån	73930
rm	73805
sø	72782
ia	72560
vå	72326
ff	71613
ny	71286
sm	71136
tå	69423
ft	68871
lg	68695
lø	68600
lb	68368
øl	68307
ch	68027
bu	66414
mp	66084
bb	65925
kv	65007
ys	64945
øn	64823
pt	63028
my	60356
um	59454
mt	57846
øt	57813
øv	57379
rb	56484
lp	55884
ip	55317
gn	54092
ae	53727
mu	53290
by	53182
kn	51772
ds	51086
nu	50310
fu	50203
gh	50120
su	49261
åp	49135
øs	49123
ic	48760
lå	48629
vn	48606
eb	48603
øk	48337
th	48114
if	47951
jæ	47276
ca	46262
ab	45792
io	44986
ck	44203
tø	43753
rv	43609
af	42623
yg	42375
dl	41944
sh	41843
ue	41732
co	41262
ea	40951
tj	40428
of	40368
ju	40227
hå	40097
pu	39969
au	38400
ål	38214
mø	38177
dy	37819
rå	36918
ee	36243
tn	35870
ac	35747
nl	35060
ai	33935
eh	33838
øp	33474
yd	33433
pø	32076
tl	31785
øm	30877
ce	30715
nø	30039
mr	29521
fy	29064
gy	29058
ps	28720
rh	28603
ii	27743
vs	27413
nf	27262
ey	26553
ms	26179
bø	26041
ml	25722
vl	25387
læ	25106
up	24980
lm	24948
dn	24340
tv	24136
ay	24003
mb	23935
ug	23887
ou	23817
wa	23779
vd	23472
åd	23138
ua	22708
hy	22546
oo	22067
æv	21804
ås	21359
uf	21229
ub	20718
næ	19967
nh	19725
eo	19430
ow	19129
ex	18671
nc	18532
pn	18323
åk	18292
vt	18251
yp	18230
sc	18225
lf	18141
tf	18135
wi	17250
oh	17077
rp	16588
dv	16502
ib	15884
nv	15865
ah	15543
ph	15224
ym	15150
én	15000
sf	14777
we	14756
ci	14573
sb	13994
ya	13993
bå	13605
nb	13473
ew	13386
fj	13197
oc	12891
då	12726
oi	12379
sd	12336
ui	12280
øf	12166
lj	12146
uc	12076
nr	11637
yv	11470
ln	11023
hn	10968
oa	10635
cl	10286
gd	10235
gv	10119
eu	10099
oy	9978
yo	9935
pf	9566
ec	9529
vf	9523
tb	9289
åe	9211
pd	9160
cr	9083
uv	9065
za	9006
tk	8837
ji	8833
